seq,ts,phase,model,status,prompt_tokens,completion_tokens,reasoning_tokens,reasoning_estimated,finish_reason,latency_ms,cost_usd
2791,1788985193.95587,C-think-off-default,nemotron-3-nano:30b,200,38,57,,0,stop,6157.0,1.596e-05
2792,1788985195.158067,C-think-off-default,nemotron-3-nano:30b,200,50,49,,0,stop,5451.7,1.476e-05
2793,1788985198.687489,C-think-off-default,nemotron-3-nano:30b,200,43,175,,0,stop,8308.3,4.458e-05
2794,1788985201.267088,C-think-off-default,nemotron-3-nano:30b,200,44,123,,0,stop,8648.4,3.216e-05
2795,1788985202.146883,C-think-off-default,nemotron-3-nano:30b,200,44,45,,0,stop,8185.2,1.3439999999999998e-05
2796,1788985203.964431,C-think-off-default,nemotron-3-nano:30b,200,48,82,,0,stop,8798.4,2.2559999999999997e-05
2797,1788985204.667835,C-think-off-default,nemotron-3-nano:30b,200,41,35,,0,stop,5974.3,1.086e-05
2798,1788985207.496511,C-think-off-default,nemotron-3-nano:30b,200,43,136,,0,stop,6223.5,3.522e-05
2799,1788985208.914903,C-think-off-default,nemotron-3-nano:30b,200,42,61,,0,stop,6762.0,1.7160000000000002e-05
2800,1788985210.79172,C-think-off-default,nemotron-3-nano:30b,200,45,86,,0,stop,6821.6,2.334e-05
2801,1788985214.594573,C-think-off-default,nemotron-3-nano:30b,200,42,202,,0,stop,9920.7,5.1e-05
2802,1788985216.415458,C-think-off-default,nemotron-3-nano:30b,200,42,83,,0,stop,8912.7,2.244e-05
2803,1788985218.579377,C-think-off-default,nemotron-3-nano:30b,200,42,101,,0,stop,9658.0,2.6759999999999998e-05
2804,1788985220.350816,C-think-off-default,nemotron-3-nano:30b,200,42,81,,0,stop,9552.1,2.1959999999999996e-05
2805,1788985223.28371,C-think-off-default,nemotron-3-nano:30b,200,36,145,,0,stop,8683.0,3.695999999999999e-05
2806,1788985225.741077,C-think-off-default,nemotron-3-nano:30b,200,36,130,,0,stop,9319.9,3.336e-05
2807,1788985227.079849,C-think-off-default,nemotron-3-nano:30b,200,48,56,,0,stop,8493.9,1.632e-05
2808,1788985231.238187,C-think-off-default,nemotron-3-nano:30b,200,44,209,,0,stop,10880.9,5.2799999999999996e-05
2809,1788985232.214847,C-think-off-default,nemotron-3-nano:30b,200,48,37,,0,stop,8924.4,1.1759999999999998e-05
2810,1788985234.140754,C-think-off-default,nemotron-3-nano:30b,200,42,101,,0,stop,8393.7,2.6759999999999998e-05
2811,1788985235.6004639,C-think-off-default,nemotron-3-nano:30b,200,48,76,,0,stop,8514.4,2.1119999999999998e-05
2812,1788985235.9572532,C-think-off-default,nemotron-3-nano:30b,200,44,17,,0,stop,4713.3,6.72e-06
2813,1788985236.269929,C-think-off-default,nemotron-3-nano:30b,200,49,2,,0,stop,4049.2,3.42e-06
2814,1788985237.691871,C-think-off-default,nemotron-3-nano:30b,200,50,61,,0,stop,3545.4,1.764e-05
2815,1788985242.580768,C-think-off-default,nemotron-3-nano:30b,200,38,260,,0,stop,6973.5,6.468e-05
2816,1788985247.568555,C-think-off-default,nemotron-3-nano:30b,200,40,253,,0,stop,11605.4,6.311999999999999e-05
2817,1788985249.436005,C-think-off-default,nemotron-3-nano:30b,200,49,97,,0,stop,13160.7,2.622e-05
2818,1788985250.369601,C-think-off-default,nemotron-3-nano:30b,200,46,47,,0,stop,12671.3,1.404e-05
2819,1788985252.21856,C-think-off-default,nemotron-3-nano:30b,200,41,96,,0,stop,9631.8,2.55e-05
2820,1788985254.252786,C-think-off-default,nemotron-3-nano:30b,200,49,106,,0,stop,6678.8,2.838e-05
2821,1788985257.1694121,C-think-off-default,nemotron-3-nano:30b,200,49,153,,0,stop,7727.1,3.9659999999999996e-05
2822,1788985258.1579819,C-think-off-default,nemotron-3-nano:30b,200,46,50,,0,stop,7782.3,1.476e-05
2823,1788985260.1264079,C-think-off-default,nemotron-3-nano:30b,200,42,91,,0,stop,7901.3,2.436e-05
2824,1788985261.176447,C-think-off-default,nemotron-3-nano:30b,200,50,41,,0,stop,6918.0,1.2839999999999999e-05
2825,1788985269.1042712,C-think-off-default,nemotron-3-nano:30b,200,45,411,,0,stop,11927.2,0.00010134
2826,1788985272.5572171,C-think-off-default,nemotron-3-nano:30b,200,46,170,,0,stop,14393.6,4.3559999999999996e-05
2827,1788985275.702483,C-think-off-default,nemotron-3-nano:30b,200,49,154,,0,stop,15570.2,3.99e-05
2828,1788985278.0484412,C-think-off-default,nemotron-3-nano:30b,200,41,112,,0,stop,16865.8,2.934e-05
2829,1788985278.124671,C-think-off-default,nemotron-3-nano:30b,200,53,2,,0,stop,9013.9,3.6599999999999997e-06
2830,1788985281.103571,C-think-off-default,nemotron-3-nano:30b,200,36,147,,0,stop,8540.8,3.744e-05
2831,1788985283.49617,C-think-off-default,nemotron-3-nano:30b,200,45,113,,0,stop,7786.4,2.9819999999999996e-05
2832,1788985285.001869,C-think-off-default,nemotron-3-nano:30b,200,38,67,,0,stop,6947.6,1.836e-05
2833,1788985286.994752,C-think-off-default,nemotron-3-nano:30b,200,41,92,,0,stop,8864.0,2.454e-05
2834,1788985288.362908,C-think-off-default,nemotron-3-nano:30b,200,45,70,,0,stop,7253.6,1.95e-05
2835,1788985289.7825012,C-think-off-default,nemotron-3-nano:30b,200,42,61,,0,stop,6279.0,1.7160000000000002e-05
2836,1788985291.709453,C-think-off-default,nemotron-3-nano:30b,200,46,96,,0,stop,6701.7,2.5799999999999997e-05
2837,1788985293.7873669,C-think-off-default,nemotron-3-nano:30b,200,41,109,,0,stop,6787.5,2.862e-05
2838,1788985295.412441,C-think-off-default,nemotron-3-nano:30b,200,45,85,,0,stop,7042.7,2.31e-05
2839,1788985295.730643,C-think-off-default,nemotron-3-nano:30b,200,40,2,,0,stop,5940.3,2.88e-06
2840,1788985296.611899,C-think-off-default,nemotron-3-nano:30b,200,37,34,,0,stop,4895.3,1.0379999999999999e-05
2841,1788985298.918625,C-think-off-default,nemotron-3-nano:30b,200,42,109,,0,stop,5125.1,2.868e-05
2842,1788985301.329983,C-think-off-default,nemotron-3-nano:30b,200,37,127,,0,stop,5910.8,3.27e-05
2843,1788985302.944022,C-think-off-default,nemotron-3-nano:30b,200,37,85,,0,stop,7208.5,2.2619999999999997e-05
2844,1788985304.193589,C-think-off-default,nemotron-3-nano:30b,200,49,52,,0,stop,7575.4,1.542e-05
2845,1788985305.6846972,C-think-off-default,nemotron-3-nano:30b,200,46,65,,0,stop,6760.1,1.836e-05
2846,1788985307.5721111,C-think-off-default,nemotron-3-nano:30b,200,37,99,,0,stop,6235.7,2.5979999999999995e-05
2847,1788985309.065758,C-think-off-default,nemotron-3-nano:30b,200,43,65,,0,stop,6115.8,1.818e-05
2848,1788985309.415298,C-think-off-default,nemotron-3-nano:30b,200,38,4,,0,stop,5215.6,3.24e-06
2849,1788985310.770626,C-think-off-default,nemotron-3-nano:30b,200,43,58,,0,stop,5079.2,1.65e-05
2850,1788985313.800728,C-think-off-default,nemotron-3-nano:30b,200,38,149,,0,stop,6223.0,3.804e-05
2851,1788985314.1689,C-think-off-default,nemotron-3-nano:30b,200,43,2,,0,stop,5096.9,3.06e-06
2852,1788985316.4187672,C-think-off-default,nemotron-3-nano:30b,200,42,106,,0,stop,6999.0,2.7959999999999997e-05
2853,1788985318.300253,C-think-off-default,nemotron-3-nano:30b,200,40,86,,0,stop,7522.7,2.304e-05
2854,1788985320.975929,C-think-off-default,nemotron-3-nano:30b,200,46,128,,0,stop,7169.8,3.348e-05
2855,1788985322.983176,C-think-off-default,nemotron-3-nano:30b,200,47,104,,0,stop,8809.9,2.778e-05
2856,1788985325.0988119,C-think-off-default,nemotron-3-nano:30b,200,38,99,,0,stop,8674.0,2.6039999999999998e-05
2857,1788985327.431624,C-think-off-default,nemotron-3-nano:30b,200,38,110,,0,stop,9124.8,2.868e-05
2858,1788985330.492086,C-think-off-default,nemotron-3-nano:30b,200,41,162,,0,stop,9510.2,4.1339999999999994e-05
2859,1788985331.459487,C-think-off-default,nemotron-3-nano:30b,200,42,50,,0,stop,8469.9,1.452e-05
2860,1788985332.764392,C-think-off-default,nemotron-3-nano:30b,200,44,67,,0,stop,7659.6,1.872e-05
2861,1788985333.518784,C-think-off-default,nemotron-3-nano:30b,200,39,26,,0,stop,6080.3,8.580000000000001e-06
2862,1788985334.311009,C-think-off-default,nemotron-3-nano:30b,200,42,40,,0,stop,3813.3,1.212e-05
2863,1788985335.764725,C-think-off-default,nemotron-3-nano:30b,200,44,75,,0,stop,4298.9,2.064e-05
2864,1788985338.379213,C-think-off-default,nemotron-3-nano:30b,200,50,125,,0,stop,5608.1,3.3e-05
2865,1788985341.1817741,C-think-off-default,nemotron-3-nano:30b,200,35,139,,0,stop,7656.1,3.546e-05
2866,1788985343.928543,C-think-off-default,nemotron-3-nano:30b,200,41,133,,0,stop,9610.8,3.437999999999999e-05
2867,1788985348.2817721,C-think-off-default,nemotron-3-nano:30b,200,46,217,,0,stop,12510.1,5.484e-05
2868,1788985349.6806452,C-think-off-default,nemotron-3-nano:30b,200,44,73,,0,stop,11294.7,2.016e-05
2869,1788985349.7696772,C-think-off-default,nemotron-3-nano:30b,200,33,2,,0,stop,8581.8,2.46e-06
2870,1788985352.030875,C-think-off-default,nemotron-3-nano:30b,200,36,109,,0,stop,8095.7,2.832e-05
2871,1788985353.415356,C-think-off-default,nemotron-3-nano:30b,200,43,72,,0,stop,5127.7,1.986e-05
2872,1788985353.4916108,C-think-off-default,nemotron-3-nano:30b,200,46,2,,0,stop,3804.7,3.24e-06
2873,1788985355.565213,C-think-off-default,nemotron-3-nano:30b,200,42,97,,0,stop,5790.3,2.5799999999999997e-05
2874,1788985357.931592,C-think-off-default,nemotron-3-nano:30b,200,44,112,,0,stop,5894.9,2.952e-05
2875,1788985359.036362,C-think-off-default,nemotron-3-nano:30b,200,45,44,,0,stop,5614.6,1.3259999999999998e-05
2876,1788985361.679772,C-think-off-default,nemotron-3-nano:30b,200,40,128,,0,stop,8181.9,3.3119999999999995e-05
2877,1788985363.072861,C-think-off-default,nemotron-3-nano:30b,200,39,61,,0,stop,7501.5,1.6979999999999997e-05
2878,1788985363.5489988,C-think-off-default,nemotron-3-nano:30b,200,38,23,,0,stop,5611.1,7.799999999999998e-06
2879,1788985365.196435,C-think-off-default,nemotron-3-nano:30b,200,42,73,,0,stop,6154.1,2.0039999999999998e-05
2880,1788985366.7402701,C-think-off-default,nemotron-3-nano:30b,200,49,68,,0,stop,5053.7,1.9260000000000002e-05
2881,1788985367.845421,C-think-off-default,nemotron-3-nano:30b,200,49,57,,0,stop,4766.7,1.662e-05
2882,1788985370.0401769,C-think-off-default,nemotron-3-nano:30b,200,41,114,,0,stop,6485.5,2.982e-05
2883,1788985370.132388,C-think-off-default,nemotron-3-nano:30b,200,44,3,,0,stop,4928.7,3.3599999999999996e-06
2884,1788985372.367808,C-think-off-default,nemotron-3-nano:30b,200,49,105,,0,stop,5621.5,2.814e-05
2885,1788985375.10364,C-think-off-default,nemotron-3-nano:30b,200,41,132,,0,stop,7252.3,3.414e-05
2886,1788985376.329447,C-think-off-default,nemotron-3-nano:30b,200,38,64,,0,stop,6282.8,1.764e-05
2887,1788985379.473253,C-think-off-default,nemotron-3-nano:30b,200,46,153,,0,stop,9334.5,3.9479999999999995e-05
2888,1788985380.501645,C-think-off-default,nemotron-3-nano:30b,200,48,39,,0,stop,8128.1,1.2239999999999998e-05
2889,1788985381.7965288,C-think-off-default,nemotron-3-nano:30b,200,48,68,,0,stop,6686.1,1.92e-05
2890,1788985382.1279628,C-think-off-default,nemotron-3-nano:30b,200,49,2,,0,stop,5792.4,3.42e-06
2891,1788985384.735074,C-think-off-default,nemotron-3-nano:30b,200,46,125,,0,stop,5255.3,3.276e-05
2892,1788985387.041559,C-think-off-default,nemotron-3-nano:30b,200,41,109,,0,stop,6533.5,2.862e-05
2893,1788985387.346561,C-think-off-default,nemotron-3-nano:30b,200,42,2,,0,stop,5543.4,3e-06
2894,1788985387.703467,C-think-off-default,nemotron-3-nano:30b,200,42,4,,0,stop,5571.1,3.48e-06
2895,1788985390.4950771,C-think-off-default,nemotron-3-nano:30b,200,42,135,,0,stop,5752.4,3.4920000000000004e-05
2896,1788985392.148341,C-think-off-default,nemotron-3-nano:30b,200,37,86,,0,stop,5101.2,2.2859999999999998e-05
2897,1788985393.525204,C-think-off-default,nemotron-3-nano:30b,200,35,62,,0,stop,6173.0,1.698e-05
2898,1788985394.512223,C-think-off-default,nemotron-3-nano:30b,200,34,42,,0,stop,6804.3,1.2120000000000001e-05
2899,1788985397.970422,C-think-off-default,nemotron-3-nano:30b,200,37,172,,0,stop,7469.4,4.35e-05
2900,1788985400.955598,C-think-off-default,nemotron-3-nano:30b,200,42,146,,0,stop,8800.7,3.756e-05
2901,1788985401.289104,C-think-off-default,nemotron-3-nano:30b,200,50,2,,0,stop,7757.5,3.48e-06
2902,1788985403.399621,C-think-off-default,nemotron-3-nano:30b,200,41,99,,0,stop,8881.4,2.622e-05
2903,1788985405.27827,C-think-off-default,nemotron-3-nano:30b,200,43,86,,0,stop,7301.9,2.3219999999999998e-05
2904,1788985407.557945,C-think-off-default,nemotron-3-nano:30b,200,41,108,,0,stop,6596.2,2.838e-05
2905,1788985409.2489758,C-think-off-default,nemotron-3-nano:30b,200,45,76,,0,stop,7955.4,2.094e-05
2906,1788985410.315816,C-think-off-default,nemotron-3-nano:30b,200,35,46,,0,stop,6910.0,1.314e-05
2907,1788985411.34397,C-think-off-default,nemotron-3-nano:30b,200,36,53,,0,stop,6059.2,1.488e-05
2908,1788985412.8639019,C-think-off-default,nemotron-3-nano:30b,200,39,67,,0,stop,5299.7,1.842e-05
2909,1788985415.0367758,C-think-off-default,nemotron-3-nano:30b,200,38,103,,0,stop,5781.3,2.7e-05
2910,1788985416.9477491,C-think-off-default,nemotron-3-nano:30b,200,41,100,,0,stop,6626.0,2.646e-05
2911,1788985418.421438,C-think-off-default,nemotron-3-nano:30b,200,41,65,,0,stop,7071.2,1.806e-05
2912,1788985423.9622421,C-think-off-default,nemotron-3-nano:30b,200,42,282,,0,stop,11092.0,7.019999999999999e-05
2913,1788985425.481754,C-think-off-default,nemotron-3-nano:30b,200,44,67,,0,stop,10438.1,1.872e-05
2914,1788985426.983978,C-think-off-default,nemotron-3-nano:30b,200,46,66,,0,stop,10029.5,1.86e-05
2915,1788985427.330529,C-think-off-default,nemotron-3-nano:30b,200,46,4,,0,stop,8902.6,3.72e-06
2916,1788985428.521893,C-think-off-default,nemotron-3-nano:30b,200,39,50,,0,stop,4551.9,1.434e-05
2917,1788985429.478679,C-think-off-default,nemotron-3-nano:30b,200,37,49,,0,stop,3990.6,1.398e-05
2918,1788985430.9517598,C-think-off-default,nemotron-3-nano:30b,200,35,77,,0,stop,3961.2,2.0580000000000003e-05
2919,1788985432.783833,C-think-off-default,nemotron-3-nano:30b,200,49,96,,0,stop,5448.8,2.5980000000000002e-05
2920,1788985433.865289,C-think-off-default,nemotron-3-nano:30b,200,42,55,,0,stop,5336.9,1.572e-05
2921,1788985435.354294,C-think-off-default,nemotron-3-nano:30b,200,48,78,,0,stop,5869.8,2.1599999999999996e-05
2922,1788985436.39647,C-think-off-default,nemotron-3-nano:30b,200,38,54,,0,stop,5439.1,1.5239999999999998e-05
2923,1788985441.182784,C-think-off-default,nemotron-3-nano:30b,200,46,242,,0,stop,8392.7,6.0839999999999993e-05
2924,1788985442.293522,C-think-off-default,nemotron-3-nano:30b,200,41,57,,0,stop,8422.4,1.614e-05
2925,1788985443.64781,C-think-off-default,nemotron-3-nano:30b,200,38,70,,0,stop,8287.5,1.908e-05
2926,1788985446.899637,C-think-off-default,nemotron-3-nano:30b,200,38,160,,0,stop,10497.8,4.068e-05
2927,1788985448.127073,C-think-off-default,nemotron-3-nano:30b,200,40,52,,0,stop,6938.3,1.4880000000000002e-05
2928,1788985453.4834392,C-think-off-default,nemotron-3-nano:30b,200,45,273,,0,stop,11182.4,6.822e-05
2929,1788985454.931586,C-think-off-default,nemotron-3-nano:30b,200,38,64,,0,stop,11277.2,1.764e-05
2930,1788985457.399755,C-think-off-default,nemotron-3-nano:30b,200,42,118,,0,stop,10494.8,3.084e-05
2931,1788985458.066924,C-think-off-default,nemotron-3-nano:30b,200,48,34,,0,stop,9933.4,1.104e-05
2932,1788985459.802654,C-think-off-default,nemotron-3-nano:30b,200,46,78,,0,stop,6312.3,2.1479999999999998e-05
2933,1788985460.8755121,C-think-off-default,nemotron-3-nano:30b,200,38,43,,0,stop,5937.8,1.26e-05
2934,1788985463.805084,C-think-off-default,nemotron-3-nano:30b,200,46,143,,0,stop,6399.1,3.708e-05
2935,1788985464.115757,C-think-off-default,nemotron-3-nano:30b,200,44,2,,0,stop,6042.4,3.1199999999999998e-06
2936,1788985466.741651,C-think-off-default,nemotron-3-nano:30b,200,45,126,,0,stop,6933.0,3.294e-05
2937,1788985466.8139021,C-think-off-default,nemotron-3-nano:30b,200,49,2,,0,stop,5933.0,3.42e-06
2938,1788985468.541752,C-think-off-default,nemotron-3-nano:30b,200,45,78,,0,stop,4730.5,2.1419999999999998e-05
2939,1788985475.121072,C-think-off-default,nemotron-3-nano:30b,200,42,350,,0,stop,11001.0,8.651999999999999e-05
2940,1788985476.237098,C-think-off-default,nemotron-3-nano:30b,200,50,44,,0,stop,9488.7,1.3559999999999999e-05
2941,1788985477.505813,C-think-off-default,nemotron-3-nano:30b,200,41,66,,0,stop,10686.3,1.83e-05
2942,1788985478.8566048,C-think-off-default,nemotron-3-nano:30b,200,42,58,,0,stop,10308.8,1.6440000000000002e-05
2943,1788985479.929534,C-think-off-default,nemotron-3-nano:30b,200,39,56,,0,stop,4802.3,1.5779999999999998e-05
2944,1788985480.237313,C-think-off-default,nemotron-3-nano:30b,200,37,2,,0,stop,3993.4,2.6999999999999996e-06
2945,1788985480.538353,C-think-off-default,nemotron-3-nano:30b,200,42,2,,0,stop,3026.2,3e-06
2946,1788985482.9038432,C-think-off-default,nemotron-3-nano:30b,200,49,112,,0,stop,4041.1,2.982e-05
2947,1788985484.287234,C-think-off-default,nemotron-3-nano:30b,200,46,72,,0,stop,4351.7,2.0039999999999998e-05
2948,1788985487.677739,C-think-off-default,nemotron-3-nano:30b,200,42,167,,0,stop,7434.8,4.26e-05
2949,1788985488.0026639,C-think-off-default,nemotron-3-nano:30b,200,41,3,,0,stop,7459.4,3.1799999999999996e-06
2950,1788985489.197694,C-think-off-default,nemotron-3-nano:30b,200,41,50,,0,stop,6288.3,1.446e-05
2951,1788985490.158266,C-think-off-default,nemotron-3-nano:30b,200,49,48,,0,stop,5865.1,1.4459999999999999e-05
2952,1788985491.405875,C-think-off-default,nemotron-3-nano:30b,200,53,51,,0,stop,3721.7,1.542e-05
2953,1788985491.776298,C-think-off-default,nemotron-3-nano:30b,200,39,18,,0,stop,3768.7,6.66e-06
2954,1788985493.124945,C-think-off-default,nemotron-3-nano:30b,200,42,70,,0,stop,3920.7,1.932e-05
2955,1788985493.98299,C-think-off-default,nemotron-3-nano:30b,200,45,43,,0,stop,3818.1,1.3019999999999999e-05
2956,1788985496.635642,C-think-off-default,nemotron-3-nano:30b,200,41,140,,0,stop,5223.3,3.6060000000000004e-05
2957,1788985503.430088,C-think-off-default,nemotron-3-nano:30b,200,42,349,,0,stop,11646.8,8.627999999999998e-05
2958,1788985504.8274162,C-think-off-default,nemotron-3-nano:30b,200,35,73,,0,stop,11696.3,1.9620000000000002e-05
2959,1788985507.048361,C-think-off-default,nemotron-3-nano:30b,200,43,117,,0,stop,13060.2,3.0659999999999994e-05
2960,1788985510.127956,C-think-off-default,nemotron-3-nano:30b,200,46,150,,0,stop,13486.0,3.8759999999999995e-05
2961,1788985511.9474921,C-think-off-default,nemotron-3-nano:30b,200,48,83,,0,stop,8509.8,2.28e-05
2962,1788985513.939911,C-think-off-default,nemotron-3-nano:30b,200,48,91,,0,stop,9105.4,2.472e-05
2963,1788985514.8335922,C-think-off-default,nemotron-3-nano:30b,200,38,46,,0,stop,7778.5,1.3319999999999998e-05
2964,1788985516.552471,C-think-off-default,nemotron-3-nano:30b,200,48,77,,0,stop,6417.9,2.136e-05
2965,1788985518.4511979,C-think-off-default,nemotron-3-nano:30b,200,33,91,,0,stop,6497.7,2.382e-05
2966,1788985520.12188,C-think-off-default,nemotron-3-nano:30b,200,43,75,,0,stop,6175.6,2.058e-05
2967,1788985522.0942342,C-think-off-default,nemotron-3-nano:30b,200,46,91,,0,stop,7253.9,2.46e-05
2968,1788985523.6076632,C-think-off-default,nemotron-3-nano:30b,200,44,66,,0,stop,7049.2,1.848e-05
2969,1788985525.6808488,C-think-off-default,nemotron-3-nano:30b,200,43,109,,0,stop,7222.5,2.8740000000000003e-05
2970,1788985527.7282581,C-think-off-default,nemotron-3-nano:30b,200,41,107,,0,stop,7600.3,2.814e-05
2971,1788985529.4474292,C-think-off-default,nemotron-3-nano:30b,200,42,77,,0,stop,7346.7,2.1e-05
2972,1788985529.817714,C-think-off-default,nemotron-3-nano:30b,200,43,5,,0,stop,6204.0,3.7800000000000002e-06
2973,1788985530.6536949,C-think-off-default,nemotron-3-nano:30b,200,38,31,,0,stop,4965.9,9.719999999999998e-06
2974,1788985536.186801,C-think-off-default,nemotron-3-nano:30b,200,38,283,,0,stop,8452.5,7.02e-05
2975,1788985537.701055,C-think-off-default,nemotron-3-nano:30b,200,49,66,,0,stop,8247.2,1.878e-05
2976,1788985539.354822,C-think-off-default,nemotron-3-nano:30b,200,41,87,,0,stop,9531.5,2.334e-05
2977,1788985541.827955,C-think-off-default,nemotron-3-nano:30b,200,49,118,,0,stop,11167.0,3.126e-05
2978,1788985543.616596,C-think-off-default,nemotron-3-nano:30b,200,50,80,,0,stop,7423.1,2.22e-05
2979,1788985545.109061,C-think-off-default,nemotron-3-nano:30b,200,44,65,,0,stop,7401.0,1.8239999999999998e-05
2980,1788985547.307573,C-think-off-default,nemotron-3-nano:30b,200,37,104,,0,stop,7946.2,2.718e-05
2981,1788985549.1198568,C-think-off-default,nemotron-3-nano:30b,200,46,82,,0,stop,7286.3,2.244e-05
2982,1788985549.250614,C-think-off-default,nemotron-3-nano:30b,200,41,4,,0,stop,5627.8,3.42e-06
2983,1788985551.088455,C-think-off-default,nemotron-3-nano:30b,200,41,84,,0,stop,5972.9,2.262e-05
2984,1788985552.735018,C-think-off-default,nemotron-3-nano:30b,200,49,86,,0,stop,5421.4,2.358e-05
2985,1788985554.070302,C-think-off-default,nemotron-3-nano:30b,200,43,69,,0,stop,4944.1,1.914e-05
2986,1788985555.779592,C-think-off-default,nemotron-3-nano:30b,200,38,78,,0,stop,6524.0,2.1e-05
2987,1788985557.5718248,C-think-off-default,nemotron-3-nano:30b,200,42,81,,0,stop,6477.6,2.1959999999999996e-05
2988,1788985558.9280262,C-think-off-default,nemotron-3-nano:30b,200,46,57,,0,stop,6186.5,1.644e-05
2989,1788985560.56933,C-think-off-default,nemotron-3-nano:30b,200,40,74,,0,stop,6492.3,2.0159999999999997e-05
2990,1788985562.1537678,C-think-off-default,nemotron-3-nano:30b,200,41,71,,0,stop,6367.5,1.95e-05
2991,1788985566.158123,C-think-off-default,nemotron-3-nano:30b,200,41,213,,0,stop,8580.4,5.358e-05
2992,1788985567.825651,C-think-off-default,nemotron-3-nano:30b,200,37,75,,0,stop,8890.9,2.022e-05
2993,1788985569.155061,C-think-off-default,nemotron-3-nano:30b,200,42,69,,0,stop,8579.1,1.9079999999999997e-05
2994,1788985570.430615,C-think-off-default,nemotron-3-nano:30b,200,38,65,,0,stop,8270.7,1.7879999999999998e-05
2995,1788985572.0678248,C-think-off-default,nemotron-3-nano:30b,200,53,72,,0,stop,5903.3,2.046e-05
2996,1788985572.7418182,C-think-off-default,nemotron-3-nano:30b,200,49,34,,0,stop,4905.8,1.11e-05
2997,1788985573.102734,C-think-off-default,nemotron-3-nano:30b,200,45,4,,0,stop,3941.3,3.6599999999999997e-06
2998,1788985574.9424682,C-think-off-default,nemotron-3-nano:30b,200,45,84,,0,stop,4504.3,2.2859999999999998e-05
2999,1788985576.05567,C-think-off-default,nemotron-3-nano:30b,200,40,46,,0,stop,3982.1,1.344e-05
3000,1788985577.902006,C-think-off-default,nemotron-3-nano:30b,200,45,84,,0,stop,5153.8,2.2859999999999998e-05
3001,1788985580.70159,C-think-off-default,nemotron-3-nano:30b,200,45,147,,0,stop,7594.2,3.7980000000000006e-05
3002,1788985582.982639,C-think-off-default,nemotron-3-nano:30b,200,38,120,,0,stop,8033.7,3.108e-05
3003,1788985585.97821,C-think-off-default,nemotron-3-nano:30b,200,42,146,,0,stop,9916.2,3.756e-05
3004,1788985587.216873,C-think-off-default,nemotron-3-nano:30b,200,44,52,,0,stop,9308.9,1.5120000000000001e-05
3005,1788985589.233839,C-think-off-default,nemotron-3-nano:30b,200,44,94,,0,stop,8526.0,2.52e-05
3006,1788985592.609747,C-think-off-default,nemotron-3-nano:30b,200,42,166,,0,stop,9620.4,4.236e-05
3007,1788985595.3245802,C-think-off-default,nemotron-3-nano:30b,200,40,131,,0,stop,9340.0,3.3839999999999994e-05
3008,1788985596.956095,C-think-off-default,nemotron-3-nano:30b,200,42,72,,0,stop,9731.7,1.98e-05
3009,1788985597.9730859,C-think-off-default,nemotron-3-nano:30b,200,42,40,,0,stop,8733.4,1.212e-05
3010,1788985598.966214,C-think-off-default,nemotron-3-nano:30b,200,49,50,,0,stop,6350.0,1.494e-05
3011,1788985600.6318688,C-think-off-default,nemotron-3-nano:30b,200,36,76,,0,stop,5300.5,2.0399999999999998e-05
3012,1788985601.0047622,C-think-off-default,nemotron-3-nano:30b,200,46,5,,0,stop,4042.4,3.96e-06
3013,1788985604.8606799,C-think-off-default,nemotron-3-nano:30b,200,46,193,,0,stop,6881.2,4.908e-05
3014,1788985605.969667,C-think-off-default,nemotron-3-nano:30b,200,39,45,,0,stop,6997.4,1.314e-05
3015,1788985607.140911,C-think-off-default,nemotron-3-nano:30b,200,39,49,,0,stop,6502.4,1.4099999999999999e-05
3016,1788985608.6260061,C-think-off-default,nemotron-3-nano:30b,200,38,65,,0,stop,7615.5,1.7879999999999998e-05
3017,1788985610.3990111,C-think-off-default,nemotron-3-nano:30b,200,41,81,,0,stop,5531.8,2.1899999999999997e-05
3018,1788985611.810476,C-think-off-default,nemotron-3-nano:30b,200,49,73,,0,stop,5833.5,2.046e-05
3019,1788985613.0274959,C-think-off-default,nemotron-3-nano:30b,200,42,63,,0,stop,5880.7,1.764e-05
3020,1788985615.437393,C-think-off-default,nemotron-3-nano:30b,200,40,126,,0,stop,6804.3,3.264e-05
3021,1788985617.194192,C-think-off-default,nemotron-3-nano:30b,200,38,80,,0,stop,6789.0,2.148e-05
3022,1788985618.162334,C-think-off-default,nemotron-3-nano:30b,200,38,38,,0,stop,6345.0,1.14e-05
3023,1788985620.669458,C-think-off-default,nemotron-3-nano:30b,200,50,132,,0,stop,7634.9,3.468e-05
3024,1788985623.725833,C-think-off-default,nemotron-3-nano:30b,200,39,150,,0,stop,8282.4,3.834e-05
3025,1788985625.339829,C-think-off-default,nemotron-3-nano:30b,200,45,71,,0,stop,8138.6,1.9739999999999997e-05
3026,1788985627.8417711,C-think-off-default,nemotron-3-nano:30b,200,40,132,,0,stop,9672.9,3.408e-05
3027,1788985629.7828639,C-think-off-default,nemotron-3-nano:30b,200,44,89,,0,stop,9107.2,2.4e-05
3028,1788985631.741357,C-think-off-default,nemotron-3-nano:30b,200,42,90,,0,stop,8009.1,2.4119999999999996e-05
3029,1788985633.341832,C-think-off-default,nemotron-3-nano:30b,200,49,71,,0,stop,7995.8,1.9980000000000002e-05
3030,1788985634.0368168,C-think-off-default,nemotron-3-nano:30b,200,38,35,,0,stop,6188.9,1.068e-05
